scope,key,where,keep_exactly,en,nl,fr,de,es,it,en-US,sv
_shared,wc.terms,"Shared across the four welcome emails | offer conditions, small print in the footer",10% @@CAP@@,"Offer terms: 10% off your first order, up to @@CAP@@ maximum discount. One use per customer. The code expires 5 days after you sign up. It cannot be combined with other codes, is not valid on bespoke quotes, and applies to products only, excluding services and delivery.","Voorwaarden: 10% korting op je eerste order, maximaal @@CAP@@ korting. Eén keer per klant. De code verloopt 5 dagen na je aanmelding. Niet te combineren met andere codes, niet geldig op maatwerkaanvragen, en geldt alleen op producten, niet op diensten en bezorging.","Conditions : 10% sur votre première commande, remise maximale de @@CAP@@. Une utilisation par client. Le code expire 5 jours après votre inscription. Non cumulable avec d'autres codes, non valable sur les devis sur mesure, et applicable aux produits uniquement, hors services et livraison.","Bedingungen: 10% auf Ihre erste Bestellung, maximal @@CAP@@ Rabatt. Eine Verwendung pro Kunde. Der Code läuft 5 Tage nach Ihrer Anmeldung ab. Nicht mit anderen Codes kombinierbar, nicht gültig für individuelle Angebote, und gilt nur für Produkte, ausgenommen Dienstleistungen und Versand.","Condiciones: 10% en tu primer pedido, con un descuento máximo de @@CAP@@. Un uso por cliente. El código caduca 5 días después de tu registro. No se puede combinar con otros códigos, no es válido en presupuestos personalizados y se aplica solo a productos, excluyendo servicios y envío.","Condizioni: 10% sul tuo primo ordine, sconto massimo di @@CAP@@. Un utilizzo per cliente. Il codice scade 5 giorni dopo la registrazione. Non cumulabile con altri codici, non valido su preventivi personalizzati, e si applica solo ai prodotti, esclusi servizi e spedizione.",,"Villkor: 10 % rabatt på din första order, max @@CAP@@ i rabatt. Gäller en gång per kund. Koden går ut 5 dagar efter att du anmält dig. Den kan inte kombineras med andra koder, gäller inte offerter på specialjobb och gäller bara produkter – inte tjänster eller frakt."
_shared,wc.waiting,Shared across the four welcome emails | green bar at the top,10%,Your 10% is still waiting,Je 10% staat nog klaar,Vos 10% vous attendent toujours,Ihre 10% warten noch,Tu 10% sigue esperando,Il tuo 10% ti aspetta ancora,,Dina 10 % väntar fortfarande
_shared,xs.also,Shared across the four welcome emails | xs.also,,You might also need,Dit heb je misschien ook nodig,Vous pourriez aussi avoir besoin de,Das brauchen Sie vielleicht auch,También podrías necesitar,Potrebbe servirti anche,,
_shared,xs.sizes,Shared across the four welcome emails | xs.sizes,,Other sizes and folds,Andere formaten en vouwen,Autres formats et pliages,Andere Formate und Falzungen,Otros tamaños y plegados,Altri formati e pieghe,,
account-01,acct,account-01 | acct,,Go to your account,Naar je account,Accéder à votre compte,Zu Ihrem Konto,Ir a tu cuenta,Vai al tuo account,,
account-01,h1,account-01 | main headline,,Your Helloprint account is ready,Je Helloprint-account is klaar,Votre compte Helloprint est prêt,Ihr Helloprint-Konto ist bereit,Tu cuenta de Helloprint está lista,Il tuo account Helloprint è pronto,,
account-01,offb,account-01 | offb,10% @@CAP@@,"This is the only email we are allowed to send you. Subscribe and your code arrives within minutes: 10% off your first order, up to @@CAP@@, valid 5 days.","Dit is de enige e-mail die we je mogen sturen. Meld je aan en je code komt binnen enkele minuten: 10% korting op je eerste bestelling, tot @@CAP@@, 5 dagen geldig.","C'est le seul e-mail que nous sommes autorisés à vous envoyer. Inscrivez-vous et votre code arrive en quelques minutes : 10% sur votre première commande, jusqu'à @@CAP@@, valable 5 jours.","Das ist die einzige E-Mail, die wir Ihnen senden dürfen. Melden Sie sich an und Ihr Code kommt innerhalb von Minuten: 10% auf Ihre erste Bestellung, bis zu @@CAP@@, 5 Tage gültig.","Este es el único correo que podemos enviarte. Suscríbete y tu código llega en minutos: 10% en tu primer pedido, hasta @@CAP@@, válido 5 días.","Questa è la sola email che possiamo inviarti. Iscriviti e il tuo codice arriva in pochi minuti: 10% sul tuo primo ordine, fino a @@CAP@@, valido 5 giorni.",,
account-01,offcta,account-01 | offcta,10%,"Yes, send me my 10%","Ja, stuur mij mijn 10%","Oui, envoyez-moi mes 10%","Ja, senden Sie mir meine 10%","Sí, envíame mi 10%","Sì, inviami il mio 10%",,
account-01,offeyebrow,account-01 | offeyebrow,,LAST CHANCE,LAATSTE KANS,DERNIÈRE CHANCE,LETZTE CHANCE,ÚLTIMA OPORTUNIDAD,ULTIMA OCCASIONE,,
account-01,offsmall,account-01 | offsmall,,One per customer. You can unsubscribe again at any time.,Eén per klant. Je kunt je altijd weer afmelden.,Un par client. Vous pouvez vous désinscrire à tout moment.,Einer pro Kunde. Sie können sich jederzeit wieder abmelden.,Uno por cliente. Puedes darte de baja en cualquier momento.,Uno per cliente. Puoi disiscriverti in qualsiasi momento.,,
account-01,offt,account-01 | offt,10%,You are missing 10% off your first order,Je mist 10% korting op je eerste bestelling,Vous passez à côté de 10% sur votre première commande,Ihnen entgehen 10% auf Ihre erste Bestellung,Te estás perdiendo un 10% en tu primer pedido,Ti stai perdendo il 10% sul tuo primo ordine,,
account-01,pre,account-01 | hidden preheader - the inbox snippet,,Your account is ready. Here is where everything lives.,Je account is klaar. Hier vind je alles terug.,Votre compte est prêt. Voici où tout se trouve.,Ihr Konto ist bereit. Hier finden Sie alles wieder.,Tu cuenta está lista. Aquí encuentras todo.,Il tuo account è pronto. Qui trovi tutto.,,
account-01,s1b,account-01 | s1b,,You can order first and upload later. Every file gets an automatic check at no cost before it goes on press.,Je kunt eerst bestellen en later uploaden. Elk bestand krijgt gratis een automatische controle voordat het op de pers gaat.,Vous pouvez commander d'abord et envoyer le fichier ensuite. Chaque fichier reçoit une vérification automatique gratuite avant l'impression.,Sie können zuerst bestellen und die Datei später hochladen. Jede Datei wird vor dem Druck kostenlos automatisch geprüft.,Puedes pedir primero y subir el archivo después. Cada archivo recibe una revisión automática gratuita antes de imprimir.,Puoi ordinare prima e caricare il file dopo. Ogni file riceve un controllo automatico gratuito prima della stampa.,,
account-01,s1t,account-01 | s1t,,Send your artwork whenever it is ready,Stuur je bestand wanneer het klaar is,Envoyez votre fichier quand il est prêt,"Senden Sie Ihre Datei, sobald sie fertig ist",Envía tu archivo cuando esté listo,Invia il tuo file quando è pronto,,
account-01,s2b,account-01 | s2b,,"An odd size, a tight deadline or a large run. Our quotation team comes back within 24 hours.","Een afwijkend formaat, een krappe deadline of een grote oplage. Ons calculatieteam reageert binnen 24 uur.","Un format inhabituel, un délai serré ou un grand tirage. Notre équipe devis répond sous 24 heures.","Ein ungewöhnliches Format, ein knapper Termin oder eine große Auflage. Unser Angebotsteam antwortet innerhalb von 24 Stunden.","Un formato poco habitual, un plazo ajustado o una tirada grande. Nuestro equipo de presupuestos responde en 24 horas.","Un formato insolito, una scadenza stretta o una tiratura grande. Il nostro team preventivi risponde entro 24 ore.",,
account-01,s2t,account-01 | s2t,,Ask for a price on anything unusual,Vraag een prijs voor iets afwijkends,Demandez un prix pour tout ce qui sort de l'ordinaire,Fragen Sie nach einem Preis für alles Ungewöhnliche,Pide un precio para cualquier cosa fuera de lo común,Chiedi un prezzo per qualsiasi cosa insolita,,
account-01,s3b,account-01 | s3b,,"Over 10,000 products, printed by local partners and delivered with the price you saw.","Meer dan 10.000 producten, gedrukt door lokale partners en geleverd voor de prijs die je zag.","Plus de 10 000 produits, imprimés par des partenaires locaux et livrés au prix affiché.","Über 10.000 Produkte, gedruckt von lokalen Partnern und geliefert zum gezeigten Preis.","Más de 10.000 productos, impresos por socios locales y entregados al precio que viste.","Oltre 10.000 prodotti, stampati da partner locali e consegnati al prezzo che hai visto.",,
account-01,s3t,account-01 | s3t,,See what we print,Bekijk wat we drukken,Découvrez ce que nous imprimons,"Sehen Sie, was wir drucken",Mira lo que imprimimos,Guarda cosa stampiamo,,
account-01,sub,account-01 | line under the headline,,"You can order, track a job and pick up a quote from one place. Here is what is in there.","Je kunt bestellen, een opdracht volgen en een offerte oppakken vanaf één plek. Dit zit erin.","Vous pouvez commander, suivre un travail et retrouver un devis au même endroit. Voici ce qui s'y trouve.","Sie können bestellen, einen Auftrag verfolgen und ein Angebot abrufen - alles an einem Ort. Das erwartet Sie.","Puedes pedir, seguir un trabajo y recuperar un presupuesto desde un solo sitio. Esto es lo que hay.","Puoi ordinare, seguire un lavoro e recuperare un preventivo da un unico posto. Ecco cosa c'è.",,
account-01,subject,account-01 | subject,,Your Helloprint account is ready,Je Helloprint-account is klaar,Votre compte Helloprint est prêt,Ihr Helloprint-Konto ist bereit,Tu cuenta de Helloprint está lista,Il tuo account Helloprint è pronto,,
account-01,whyb,account-01 | whyb,,This is a one-off service message confirming the Helloprint account you created. It is not a marketing email and you will not receive another unless you subscribe.,"Dit is een eenmalig servicebericht over het Helloprint-account dat je hebt aangemaakt. Het is geen marketingmail en je ontvangt er geen volgende, tenzij je je aanmeldt.","Ceci est un message de service unique confirmant le compte Helloprint que vous avez créé. Ce n'est pas un e-mail marketing et vous n'en recevrez pas d'autre, sauf si vous vous inscrivez.","Dies ist eine einmalige Servicenachricht zu dem von Ihnen erstellten Helloprint-Konto. Es ist keine Marketing-E-Mail, und Sie erhalten keine weitere, sofern Sie sich nicht anmelden.",Este es un mensaje de servicio único que confirma la cuenta de Helloprint que creaste. No es un correo de marketing y no recibirás otro salvo que te suscribas.,"Questo è un messaggio di servizio una tantum che conferma l'account Helloprint che hai creato. Non è un'email di marketing e non ne riceverai altre, a meno che tu non ti iscriva.",,
account-01,whyt,account-01 | whyt,,Why you received this,Waarom je dit ontvangt,Pourquoi vous recevez ceci,Warum Sie das erhalten,Por qué recibes esto,Perché ricevi questa email,,
browse-01,cta,"Browse 1 - +1h, the product you viewed | button",,Continue on the product page,Ga verder op de productpagina,Continuer sur la page produit,Weiter auf der Produktseite,Continúa en la página del producto,Continua sulla pagina del prodotto,,
browse-01,eyebrow,"Browse 1 - +1h, the product you viewed | small green line above the headline",,STILL AVAILABLE,NOG BESCHIKBAAR,TOUJOURS DISPONIBLE,WEITERHIN VERFÜGBAR,SIGUE DISPONIBLE,ANCORA DISPONIBILE,,
browse-01,h1,"Browse 1 - +1h, the product you viewed | main headline",,Still thinking it over?,Nog aan het twijfelen?,Vous hésitez encore ?,Noch am Überlegen?,¿Sigues dándole vueltas?,Ci stai ancora pensando?,,
browse-01,pre,"Browse 1 - +1h, the product you viewed | hidden preheader - the inbox snippet",,Still available at the same starting price. Change the spec and the price moves with it.,Nog steeds beschikbaar voor dezelfde vanafprijs. Pas de specificatie aan en de prijs beweegt mee.,Toujours disponible au même prix de départ. Changez les options et le prix suit.,"Weiterhin zum selben Startpreis verfügbar. Ändern Sie die Ausführung, und der Preis geht mit.",Sigue disponible al mismo precio de partida. Cambia las opciones y el precio va con ellas.,Ancora disponibile allo stesso prezzo di partenza. Cambia le opzioni e il prezzo si adegua.,,
browse-01,qa.0.a,"Browse 1 - +1h, the product you viewed | qa.0.a",,"Send whatever you have, even a rough version. Our designers will tell you what will not print well and fix it before it goes on press.","Stuur wat je hebt, ook een ruwe versie. Onze ontwerpers zeggen wat niet goed zal drukken en lossen het op voordat het op de pers gaat.","Envoyez ce que vous avez, même une version approximative. Nos graphistes vous diront ce qui s'imprimera mal et le corrigeront avant le tirage.","Schicken Sie, was Sie haben, auch eine grobe Fassung. Unsere Designer sagen Ihnen, was nicht gut druckt, und beheben es vor dem Druck.","Envía lo que tengas, aunque sea una versión en bruto. Nuestros diseñadores te dirán qué no va a imprimir bien y lo arreglarán antes de entrar en máquina.","Mandaci quello che hai, anche una versione grezza. I nostri designer ti diranno cosa non verrà bene in stampa e lo sistemeranno prima di andare in macchina.",,
browse-01,qa.0.q,"Browse 1 - +1h, the product you viewed | qa.0.q",,Artwork not finished?,Ontwerp nog niet af?,Votre visuel n'est pas terminé ?,Druckdatei noch nicht fertig?,¿El diseño no está terminado?,Il file non è finito?,,
browse-01,qa.1.a,"Browse 1 - +1h, the product you viewed | qa.1.a",,Our print experts spec jobs like this all day. Describe the job and they will come back with what is possible and what it costs.,Onze printexperts specificeren dit soort opdrachten de hele dag. Beschrijf de opdracht en zij komen terug met wat kan en wat het kost.,Nos experts en impression traitent ce genre de travaux toute la journée. Décrivez le vôtre et ils reviendront avec ce qui est possible et ce que ça coûte.,"Unsere Druckexperten kalkulieren solche Aufträge den ganzen Tag. Beschreiben Sie den Auftrag, dann melden sie sich mit dem, was möglich ist und was es kostet.",Nuestros expertos en impresión definen trabajos así todo el día. Describe el tuyo y volverán con lo que es posible y cuánto cuesta.,I nostri esperti di stampa definiscono lavori così tutto il giorno. Descrivi il lavoro e torneranno con cosa è possibile e quanto costa.,,
browse-01,qa.1.q,"Browse 1 - +1h, the product you viewed | qa.1.q",,"Odd size, tight deadline, unusual finish?","Afwijkend formaat, krappe deadline, bijzondere afwerking?","Format inhabituel, délai serré, finition particulière ?","Ungewöhnliches Format, knapper Termin, besondere Veredelung?","¿Tamaño raro, plazo ajustado, acabado poco común?","Formato insolito, scadenza stretta, finitura particolare?",,
browse-01,qa.2.a,"Browse 1 - +1h, the product you viewed | qa.2.a",,"We will put it in a written quote showing the full total, VAT and delivery included, so you have one number to forward for sign-off.","Wij zetten het in een schriftelijke offerte met het complete totaal, inclusief btw en verzending, zodat je één bedrag kunt doorsturen ter goedkeuring.","Nous le mettons dans un devis écrit avec le total complet, TVA et livraison comprises, pour que vous n'ayez qu'un chiffre à transmettre pour validation.","Wir setzen es in ein schriftliches Angebot mit der vollständigen Summe inklusive Steuer und Versand, damit Sie eine Zahl zur Freigabe weiterleiten können.","Lo ponemos en un presupuesto por escrito con el total completo, IVA y envío incluidos, para que tengas una sola cifra que reenviar para su aprobación.","Lo mettiamo in un preventivo scritto con il totale completo, IVA e spedizione incluse, così hai un solo numero da inoltrare per l'approvazione.",,
